id_estudiante,edad,genero,ciudad_origen,departamento_origen,estrato,puntaje_saber11,preferencia_area,universidad_codigo,universidad_nombre,universidad_departamento,universidad_tipo,universidad_acreditada,ranking_nacional,modalidad_programa,convenio_internacional,beca_disponible,eligio_universidad
E3932,17,M,Bucaramanga,Antioquia,4,257.5,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,No
E3933,18,M,Medellín,Valle del Cauca,4,265.5,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,No,No
E3934,20,F,Medellín,Valle del Cauca,2,214.8,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,Sí,No
E3935,19,M,Barranquilla,Santander,6,275.7,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,Sí,Sí,No
E3936,18,F,Cali,Antioquia,3,328.7,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,No,No
E3937,22,F,Bucaramanga,Atlántico,5,315.5,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,Sí
E3938,19,F,Cali,Atlántico,6,293.4,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,Sí,No
E3939,19,M,Bogotá,Valle del Cauca,2,299.3,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,Sí,Sí
E3940,17,M,Bogotá,Atlántico,1,279.3,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,Sí,Sí
E3941,23,F,Bucaramanga,Antioquia,3,306.1,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,No
E3942,19,M,Bucaramanga,Atlántico,2,323.0,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,Sí,Sí
E3943,20,M,Cali,Atlántico,3,251.5,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,No,No
E3944,24,M,Bogotá,Valle del Cauca,3,309.0,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,No,Sí
E3945,17,M,Bucaramanga,Santander,6,328.0,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,Sí,No
E3946,18,F,Bucaramanga,Antioquia,1,287.5,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,Sí,Sí
E3947,20,F,Medellín,Atlántico,5,321.0,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,Sí,Sí
E3948,17,F,Bucaramanga,Antioquia,1,384.4,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,Sí,No
E3949,24,F,Bogotá,Cundinamarca,3,296.9,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,No,Sí
E3950,25,M,Bogotá,Santander,3,311.8,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,Sí,No
E3951,17,M,Bucaramanga,Antioquia,2,277.9,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,Sí,No
E3952,22,M,Barranquilla,Cundinamarca,5,305.4,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,Sí,No
E3953,17,F,Bogotá,Atlántico,3,313.8,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,Sí
E3954,20,M,Bogotá,Santander,6,305.8,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,Sí,Sí
E3955,22,M,Bogotá,Santander,6,269.4,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,Sí,No
E3956,17,M,Barranquilla,Atlántico,2,306.2,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,Sí,No
E3957,17,F,Bogotá,Santander,1,343.9,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,No,Sí
E3958,17,F,Cali,Cundinamarca,1,313.5,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,Sí
E3959,23,F,Barranquilla,Valle del Cauca,3,328.9,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,No
E3960,17,F,Cali,Atlántico,3,292.9,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,Sí
E3961,19,M,Bucaramanga,Antioquia,6,322.5,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,Sí,No
E3962,22,M,Bucaramanga,Cundinamarca,6,308.4,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,Sí,No
E3963,22,F,Bucaramanga,Cundinamarca,6,271.5,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,No
E3964,17,F,Bogotá,Antioquia,3,309.6,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,No
E3965,17,M,Barranquilla,Atlántico,4,270.2,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,Sí,Sí
E3966,18,M,Medellín,Cundinamarca,6,281.0,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,Sí,Sí
E3967,17,M,Medellín,Antioquia,3,305.7,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,Sí,No
E3968,17,M,Medellín,Cundinamarca,3,308.9,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,Sí
E3969,24,F,Bucaramanga,Valle del Cauca,6,264.3,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,No
E3970,17,F,Bucaramanga,Santander,4,331.6,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,No
E3971,23,M,Bogotá,Valle del Cauca,4,317.2,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,Sí,No
E3972,19,M,Barranquilla,Antioquia,5,278.9,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,Sí,Sí
E3973,17,F,Cali,Cundinamarca,1,253.9,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,Sí,No
E3974,23,F,Barranquilla,Atlántico,4,295.7,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,No,Sí
E3975,20,M,Bucaramanga,Atlántico,1,286.6,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,Sí,Sí
E3976,18,F,Bucaramanga,Antioquia,1,303.4,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,No
E3977,25,M,Medellín,Antioquia,4,289.1,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,No
E3978,24,M,Medellín,Antioquia,2,239.8,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,Sí,Sí
E3979,21,F,Bucaramanga,Santander,6,288.3,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,Sí
E3980,25,F,Barranquilla,Valle del Cauca,1,290.8,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,No,No
E3981,24,M,Barranquilla,Atlántico,5,319.0,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,Sí
E3982,25,M,Medellín,Valle del Cauca,3,279.1,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,No,No
E3983,18,F,Cali,Santander,3,350.4,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,No
E3984,23,M,Bucaramanga,Cundinamarca,4,242.7,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,No,No
E3985,19,F,Bucaramanga,Santander,2,339.3,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,No
E3986,23,F,Medellín,Santander,4,293.3,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,No,No
E3987,24,M,Medellín,Antioquia,6,325.8,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,No
E3988,24,F,Bogotá,Valle del Cauca,4,302.4,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,No
E3989,21,F,Bogotá,Santander,6,334.2,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,No,No
E3990,24,F,Medellín,Santander,3,288.4,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,Sí
E3991,23,M,Cali,Antioquia,3,267.0,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,No
E3992,20,M,Barranquilla,Valle del Cauca,1,342.6,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,No,No
E3993,22,F,Bogotá,Santander,2,296.6,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,Sí,No
E3994,20,F,Barranquilla,Santander,6,306.6,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,No,Sí
E3995,21,M,Medellín,Cundinamarca,4,337.0,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,Sí
E3996,20,F,Barranquilla,Atlántico,5,269.0,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,Sí,No
E3997,18,M,Barranquilla,Valle del Cauca,3,317.9,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,Sí,No
E3998,19,F,Bogotá,Cundinamarca,3,282.3,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,No
E3999,25,M,Barranquilla,Santander,1,296.0,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,No,No
E4000,20,M,Medellín,Santander,1,302.2,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,Sí,Sí
E4001,23,M,Medellín,Santander,2,255.0,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,No,Sí
E4002,18,M,Cali,Santander,5,276.6,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,Sí,No
E4003,25,M,Bucaramanga,Atlántico,3,340.5,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,Sí,Sí
E4004,19,M,Cali,Valle del Cauca,4,326.6,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,No,Sí
E4005,19,M,Bucaramanga,Antioquia,5,298.1,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,No,No
E4006,19,F,Barranquilla,Valle del Cauca,6,307.3,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,No
E4007,17,M,Barranquilla,Atlántico,2,291.2,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,Sí
E4008,19,F,Bogotá,Antioquia,4,340.7,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,Sí,No
E4009,21,F,Bucaramanga,Valle del Cauca,2,294.0,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,No,Sí
E4010,25,F,Bucaramanga,Cundinamarca,4,307.0,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,No,Sí
E4011,24,F,Barranquilla,Santander,4,334.4,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,No
E4012,23,M,Bucaramanga,Atlántico,1,276.7,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,No
E4013,24,M,Bogotá,Santander,2,346.8,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,No
E4014,17,F,Bogotá,Santander,1,254.1,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,Sí,Sí
E4015,17,M,Barranquilla,Antioquia,5,348.9,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,Sí,No
E4016,22,M,Bogotá,Santander,1,288.8,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,No,No
E4017,22,F,Medellín,Atlántico,2,292.7,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,Sí
E4018,18,F,Medellín,Santander,1,243.3,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,No,Sí
E4019,20,M,Cali,Cundinamarca,4,286.4,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,No
E4020,17,M,Bogotá,Cundinamarca,4,268.8,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,Sí,No
E4021,19,F,Bogotá,Cundinamarca,2,281.8,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,Sí
E4022,23,F,Bogotá,Valle del Cauca,2,295.9,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,No
E4023,21,F,Bogotá,Cundinamarca,3,328.7,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,Sí
E4024,20,M,Bogotá,Santander,3,306.2,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,Sí,No
E4025,23,M,Medellín,Atlántico,6,309.2,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,No
E4026,25,F,Barranquilla,Valle del Cauca,4,267.1,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,No
E4027,21,F,Medellín,Cundinamarca,3,273.6,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,Sí
E4028,22,F,Bogotá,Santander,3,354.0,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,No,No
E4029,23,M,Medellín,Santander,4,277.9,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,Sí,Sí,Sí
E4030,17,M,Barranquilla,Atlántico,5,349.7,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,No
E4031,21,F,Cali,Santander,1,292.7,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,Sí
E4032,22,M,Bogotá,Antioquia,6,300.1,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,Sí
E4033,25,F,Bucaramanga,Atlántico,4,332.1,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,No,No
E4034,21,M,Bogotá,Atlántico,2,338.2,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,Sí,Sí
E4035,25,M,Medellín,Valle del Cauca,1,296.7,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,Sí,No
E4036,23,F,Bogotá,Cundinamarca,5,288.4,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,Sí,No
E4037,17,F,Barranquilla,Cundinamarca,1,298.3,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,Sí,Sí
E4038,24,F,Cali,Santander,3,310.1,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,Sí,No
E4039,24,F,Bogotá,Atlántico,3,326.7,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,No,No,No
E4040,19,M,Medellín,Santander,2,300.1,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,Sí,Sí
E4041,19,F,Cali,Antioquia,2,318.6,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,No
E4042,17,M,Cali,Cundinamarca,2,349.2,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,No
E4043,25,M,Bogotá,Valle del Cauca,5,311.4,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,No,No
E4044,23,M,Bogotá,Santander,4,309.3,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,Sí,Sí,Sí
E4045,19,M,Barranquilla,Valle del Cauca,3,254.4,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,Sí,No
E4046,18,F,Bogotá,Atlántico,2,221.1,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,No,No
E4047,22,F,Cali,Atlántico,1,311.7,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,No
E4048,20,M,Bogotá,Santander,3,297.2,Administración,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,No,No
E4049,23,F,Bogotá,Santander,3,284.6,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,No,Sí
E4050,21,M,Bogotá,Cundinamarca,4,307.3,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,No,Sí
E4051,20,M,Bogotá,Cundinamarca,4,298.2,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,No,No
E4052,25,F,Bogotá,Atlántico,1,333.8,Artes,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,Sí
E4053,21,F,Barranquilla,Santander,6,302.6,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,No,Sí
E4054,24,M,Cali,Atlántico,6,277.6,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,Sí,No
E4055,20,M,Bogotá,Antioquia,4,329.7,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,Sí
E4056,21,F,Cali,Santander,5,293.5,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,No,No
E4057,23,M,Bucaramanga,Valle del Cauca,3,315.8,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,No,Sí
E4058,19,M,Medellín,Valle del Cauca,4,285.7,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,No,Sí
E4059,22,M,Medellín,Atlántico,3,280.5,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,Sí,Sí,Sí
E4060,22,M,Cali,Santander,4,302.5,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,No,Sí
E4061,22,M,Medellín,Cundinamarca,6,300.4,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,Sí
E4062,21,F,Bogotá,Antioquia,6,314.4,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,No,Sí
E4063,23,M,Barranquilla,Santander,5,291.9,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,Sí,No
E4064,17,M,Medellín,Valle del Cauca,2,244.9,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,Sí
E4065,20,F,Bogotá,Atlántico,1,287.0,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,No
E4066,21,M,Cali,Antioquia,3,323.8,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,Sí,Sí
E4067,20,F,Medellín,Valle del Cauca,2,291.1,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,No
E4068,22,F,Medellín,Atlántico,6,292.6,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,Sí,No
E4069,23,M,Bogotá,Santander,1,329.6,Ingeniería,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,No
E4070,20,M,Cali,Valle del Cauca,5,278.6,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,Sí,No,Sí
E4071,18,F,Bogotá,Valle del Cauca,2,253.7,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,Sí
E4072,21,M,Bogotá,Antioquia,5,295.2,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,Sí,Sí
E4073,24,M,Barranquilla,Valle del Cauca,4,285.5,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,No
E4074,25,F,Barranquilla,Valle del Cauca,6,271.0,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,No,No
E4075,25,M,Bucaramanga,Santander,1,294.7,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,Sí
E4076,25,M,Medellín,Atlántico,2,314.7,Ingeniería,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,No,No,Sí
E4077,25,F,Cali,Cundinamarca,6,299.7,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,Sí,No,Sí
E4078,24,M,Bucaramanga,Cundinamarca,5,309.2,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,No,No
E4079,23,M,Cali,Atlántico,5,354.4,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,Sí,Sí,No
E4080,23,F,Bucaramanga,Cundinamarca,6,289.7,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,No,No
E4081,19,F,Bogotá,Santander,1,308.4,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,No,Sí
E4082,25,M,Bucaramanga,Valle del Cauca,4,284.7,Ingeniería,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,No,Sí,Sí
E4083,25,F,Bucaramanga,Santander,6,274.6,Ciencias Sociales,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,No,No
E4084,22,F,Barranquilla,Valle del Cauca,5,282.5,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,No
E4085,23,F,Barranquilla,Antioquia,2,285.6,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,Sí,Sí
E4086,17,F,Bucaramanga,Cundinamarca,6,310.8,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,Sí,No,Sí
E4087,18,M,Barranquilla,Santander,5,370.5,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,No,No
E4088,25,M,Cali,Atlántico,3,278.5,Ciencias Sociales,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,Sí,No,No
E4089,23,M,Medellín,Atlántico,3,287.5,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,Sí,No
E4090,24,M,Bogotá,Antioquia,2,298.1,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,No,Sí,Sí
E4091,17,F,Bucaramanga,Antioquia,4,311.9,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,Sí,No
E4092,21,F,Barranquilla,Valle del Cauca,1,307.9,Artes,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,Sí,No,No
E4093,23,F,Cali,Antioquia,5,338.5,Administración,U005,Universidad Autónoma,Atlántico,Privada,No,30,Mixta,No,No,No
E4094,23,F,Cali,Santander,2,227.2,Administración,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Virtual,Sí,No,No
E4095,23,F,Bucaramanga,Antioquia,5,228.4,Salud,U005,Universidad Autónoma,Atlántico,Privada,No,30,Presencial,Sí,No,Sí
E4096,18,M,Bucaramanga,Valle del Cauca,6,285.1,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Presencial,No,Sí,No
E4097,20,F,Cali,Valle del Cauca,5,332.9,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,No,Sí,Sí
E4098,23,M,Bogotá,Valle del Cauca,4,253.0,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,No
E4099,25,F,Cali,Atlántico,3,209.8,Administración,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,Sí
E4100,20,F,Bogotá,Atlántico,5,317.1,Salud,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Presencial,Sí,No,No
E4101,21,F,Bogotá,Santander,6,307.3,Artes,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Presencial,No,Sí,No
E4102,17,M,Bucaramanga,Cundinamarca,3,267.3,Administración,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,Sí,Sí
E4103,21,M,Bogotá,Cundinamarca,3,270.4,Ciencias Sociales,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,Sí,No,No
E4104,21,M,Bogotá,Antioquia,5,270.9,Salud,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,Sí,No,No
E4105,24,M,Cali,Cundinamarca,3,303.3,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,No,No,Sí
E4106,17,F,Bogotá,Cundinamarca,3,281.2,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Virtual,No,Sí,No
E4107,22,M,Bogotá,Atlántico,2,314.8,Ingeniería,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Mixta,No,No,Sí
E4108,21,F,Barranquilla,Antioquia,2,214.4,Ciencias Sociales,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Virtual,Sí,No,Sí
E4109,20,F,Barranquilla,Atlántico,6,274.3,Ingeniería,U004,Universidad de Antioquia,Antioquia,Pública,Sí,5,Mixta,No,No,No
E4110,22,M,Bucaramanga,Santander,1,266.2,Salud,U001,Universidad Nacional,Cundinamarca,Pública,Sí,1,Virtual,No,Sí,No
E4111,17,F,Bogotá,Antioquia,3,292.3,Ciencias Sociales,U003,Universidad del Valle,Valle del Cauca,Pública,Sí,10,Mixta,No,No,Sí
E4112,18,F,Medellín,Valle del Cauca,5,283.9,Salud,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Mixta,Sí,Sí,Sí
E4113,21,F,Cali,Valle del Cauca,6,323.9,Artes,U002,Universidad de los Andes,Cundinamarca,Privada,Sí,2,Presencial,Sí,No,No
E4114,24,F,Bogotá,Antioquia,6,244.2,Artes,U005,Universidad Autónoma,Atlántico,Privada,No,30,Virtual,No,No,No
